Date,Hour,Value
20180607,2000,76
20180607,2100,72
20180607,2200,93
20180607,2300,6
20180608,0,75
20180608,100,35
20180608,200,16
20180608,300,50
20180608,400,9
20180608,500,64
20180608,600,45
20180608,700,84
20180608,800,34
20180608,900,44
20180608,1000,64
20180608,1100,45
20180608,1200,98
20180608,1300,20
20180608,1400,59
20180608,1500,27
20180608,1600,49
20180608,1700,31
20180608,1800,1
20180608,1900,5
20180608,2000,90
20180608,2100,48
20180608,2200,71
20180608,2300,83
20180609,0,81
20180609,100,69
20180609,200,93
20180609,300,75
20180609,400,58
20180609,500,18
20180609,600,54
20180609,700,89
20180609,800,87
20180609,900,47
20180609,1000,19
20180609,1100,47
20180609,1200,28
20180609,1300,55
20180609,1400,26
20180609,1500,61
20180609,1600,3
20180609,1700,80
20180609,1800,32
20180609,1900,5
20180609,2000,18
20180609,2100,80
20180609,2200,10
20180609,2300,36
20180610,0,48
20180610,100,50
20180610,200,63
20180610,300,8
20180610,400,50
20180610,500,19
20180610,600,42
20180610,700,64
20180610,800,50
20180610,900,45
20180610,1000,3
20180610,1100,37
20180610,1200,35
20180610,1300,0
20180610,1400,12
20180610,1500,99
20180610,1600,22
20180610,1700,37
20180610,1800,31
20180610,1900,7
20180610,2000,59
20180610,2100,14
20180610,2200,41
20180610,2300,74
20180611,0,38
20180611,100,94
20180611,200,6
20180611,300,45
20180611,400,85
20180611,500,3
20180611,600,13
20180611,700,72
20180611,800,86
20180611,900,0
20180611,1000,73
20180611,1100,48
20180611,1200,50
20180611,1300,7
20180611,1400,6
20180611,1500,66
20180611,1600,81
20180611,1700,45
20180611,1800,97
20180611,1900,68
20180611,2000,23
20180611,2100,13
20180611,2200,86
20180611,2300,13
20180612,0,10
20180612,100,41
20180612,200,28
20180612,300,40
20180612,400,24
20180612,500,7
20180612,600,85
20180612,700,34
20180612,800,91
20180612,900,3
20180612,1000,11
20180612,1100,5
20180612,1200,16
20180612,1300,48
20180612,1400,43
20180612,1500,78
20180612,1600,62
20180612,1700,70
20180612,1800,74
20180612,1900,20
20180612,2000,85
20180612,2100,79
20180612,2200,2
20180612,2300,53
20180613,0,9
20180613,100,40
20180613,200,11
20180613,300,25
20180613,400,42
20180613,500,50
20180613,600,20
20180613,700,89
20180613,800,51
20180613,900,67
20180613,1000,70
20180613,1100,90
20180613,1200,81
20180613,1300,99
20180613,1400,25
20180613,1500,85
20180613,1600,47
20180613,1700,88
20180613,1800,16
20180613,1900,15
20180613,2000,9
20180613,2100,48
20180613,2200,72
20180613,2300,45
20180614,0,57
20180614,100,36
20180614,200,32
20180614,300,32
20180614,400,68
20180614,500,42
20180614,600,63
20180614,700,38
20180614,800,93
20180614,900,23
20180614,1000,90
20180614,1100,62
20180614,1200,84
20180614,1300,40
20180614,1400,23
20180614,1500,89
20180614,1600,22
20180614,1700,70
20180614,1800,73
20180614,1900,7
20180614,2000,23
20180614,2100,23
20180614,2200,77
20180614,2300,22
20180615,0,91
20180615,100,71
20180615,200,48
20180615,300,86
20180615,400,92
20180615,500,56
20180615,600,45
20180615,700,39
20180615,800,16
20180615,900,85
20180615,1000,23
20180615,1100,16
20180615,1200,95
20180615,1300,11
20180615,1400,92
20180615,1500,65
20180615,1600,66
20180615,1700,46
20180615,1800,15
20180615,1900,62
20180615,2000,82
20180615,2100,73
20180615,2200,28
20180615,2300,16
20180616,0,95
20180616,100,75
20180616,200,44
20180616,300,55
20180616,400,85
20180616,500,44
20180616,600,21
20180616,700,5
20180616,800,95
20180616,900,81
20180616,1000,65
20180616,1100,78
20180616,1200,16
20180616,1300,36
20180616,1400,49
20180616,1500,14
20180616,1600,78
20180616,1700,96
20180616,1800,91
20180616,1900,56
20180616,2000,4
20180616,2100,51
20180616,2200,27
20180616,2300,59
20180617,0,62
20180617,100,93
20180617,200,94
20180617,300,18
20180617,400,58
20180617,500,82
20180617,600,41
20180617,700,33
20180617,800,25
20180617,900,97
20180617,1000,10
20180617,1100,93
20180617,1200,15
20180617,1300,3
20180617,1400,25
20180617,1500,4
20180617,1600,14
20180617,1700,84
20180617,1800,13
20180617,1900,20
20180617,2000,27
20180617,2100,99
20180617,2200,37
20180617,2300,50
20180618,0,22
20180618,100,90
20180618,200,78
20180618,300,45
20180618,400,31
20180618,500,80
20180618,600,13
20180618,700,77
20180618,800,17
20180618,900,47
20180618,1000,2
20180618,1100,33
20180618,1200,67
20180618,1300,33
20180618,1400,13
20180618,1500,86
20180618,1600,37
20180618,1700,4
20180618,1800,99
20180618,1900,11
20180618,2000,96
20180618,2100,8
20180618,2200,70
20180618,2300,36
20180619,0,4
20180619,100,11
20180619,200,11
20180619,300,64
20180619,400,83
20180619,500,0
20180619,600,96
20180619,700,69
20180619,800,13
20180619,900,22
20180619,1000,86
20180619,1100,49
20180619,1200,62
20180619,1300,24
20180619,1400,38
20180619,1500,37
20180619,1600,31
20180619,1700,75
20180619,1800,69
20180619,1900,42
20180619,2000,43
20180619,2100,79
20180619,2200,85
20180619,2300,61
20180620,0,94
20180620,100,42
20180620,200,94
20180620,300,40
20180620,400,56
20180620,500,65
20180620,600,96
20180620,700,76
20180620,800,67
20180620,900,27
20180620,1000,19
20180620,1100,53
20180620,1200,50
20180620,1300,90
20180620,1400,74
20180620,1500,48
20180620,1600,52
20180620,1700,8
20180620,1800,62
20180620,1900,1
20180620,2000,97
20180620,2100,46
20180620,2200,81
20180620,2300,96
20180621,0,62
20180621,100,16
20180621,200,3
20180621,300,83
20180621,400,90
20180621,500,17
20180621,600,9
20180621,700,35
20180621,800,62
20180621,900,68
20180621,1000,6
20180621,1100,60
20180621,1200,68
20180621,1300,50
20180621,1400,80
20180621,1500,51
20180621,1600,11
20180621,1700,93
20180621,1800,3
20180621,1900,35
20180621,2000,35
20180621,2100,91
20180621,2200,19
20180621,2300,41
20180622,0,20
20180622,100,5
20180622,200,60
20180622,300,78
20180622,400,86
20180622,500,62
20180622,600,63
20180622,700,17
20180622,800,49
20180622,900,19
20180622,1000,19
20180622,1100,71
20180622,1200,91
20180622,1300,86
20180622,1400,59
20180622,1500,63
20180622,1600,73
20180622,1700,3
20180622,1800,19
20180622,1900,82
20180622,2000,25
20180622,2100,36
20180622,2200,69
20180622,2300,40
20180623,0,50
20180623,100,83
20180623,200,45
20180623,300,55
20180623,400,61
20180623,500,0
20180623,600,55
20180623,700,79
20180623,800,47
20180623,900,30
20180623,1000,39
20180623,1100,88
20180623,1200,2
20180623,1300,41
20180623,1400,29
20180623,1500,57
20180623,1600,80
20180623,1700,47
20180623,1800,88
20180623,1900,78
20180623,2000,57
20180623,2100,37
20180623,2200,97
20180623,2300,18
20180624,0,94
20180624,100,37
20180624,200,96
20180624,300,90
20180624,400,43
20180624,500,3
20180624,600,39
20180624,700,55
20180624,800,53
20180624,900,40
20180624,1000,73
20180624,1100,67
20180624,1200,30
20180624,1300,32
20180624,1400,8
20180624,1500,16
20180624,1600,95
20180624,1700,36
20180624,1800,49
20180624,1900,50
20180624,2000,21
20180624,2100,13
20180624,2200,22
20180624,2300,93
20180625,0,38
20180625,100,5
20180625,200,88
20180625,300,95
20180625,400,76
20180625,500,10
20180625,600,15
20180625,700,60
20180625,800,38
20180625,900,91
20180625,1000,51
20180625,1100,40
20180625,1200,49
20180625,1300,95
20180625,1400,34
20180625,1500,30
20180625,1600,56
20180625,1700,58
20180625,1800,93
20180625,1900,34
20180625,2000,40
20180625,2100,89
20180625,2200,71
20180625,2300,63
20180626,0,72
20180626,100,13
20180626,200,77
20180626,300,24
20180626,400,98
20180626,500,76
20180626,600,5
20180626,700,37
20180626,800,98
20180626,900,71
20180626,1000,6
20180626,1100,44
20180626,1200,90
20180626,1300,11
20180626,1400,79
20180626,1500,65
20180626,1600,82
20180626,1700,58
20180626,1800,94
20180626,1900,8
20180626,2000,70
20180626,2100,25
20180626,2200,65
20180626,2300,46
20180627,0,99
20180627,100,77
20180627,200,81
20180627,300,84
20180627,400,83
20180627,500,15
20180627,600,71
20180627,700,37
20180627,800,87
20180627,900,52
20180627,1000,69
20180627,1100,87
20180627,1200,71
20180627,1300,43
20180627,1400,21
20180627,1500,94
20180627,1600,88
20180627,1700,47
20180627,1800,64
20180627,1900,95
20180627,2000,76
20180627,2100,81
20180627,2200,70
20180627,2300,76
20180628,0,61
20180628,100,61
20180628,200,23
20180628,300,8
20180628,400,85
20180628,500,46
20180628,600,61
20180628,700,70
20180628,800,13
20180628,900,32
20180628,1000,20
20180628,1100,15
20180628,1200,34
20180628,1300,35
20180628,1400,75
20180628,1500,5
20180628,1600,66
20180628,1700,49
20180628,1800,44
20180628,1900,5
20180628,2000,43
20180628,2100,7
20180628,2200,31
20180628,2300,63
20180629,0,21
20180629,100,35
20180629,200,29
20180629,300,26
20180629,400,93
20180629,500,60
20180629,600,87
20180629,700,0
20180629,800,52
20180629,900,76
20180629,1000,2
20180629,1100,9
20180629,1200,84
20180629,1300,82
20180629,1400,56
20180629,1500,32
20180629,1600,33
20180629,1700,94
20180629,1800,79
20180629,1900,68
20180629,2000,12
20180629,2100,98
20180629,2200,83
20180629,2300,67
20180630,0,68
20180630,100,27
20180630,200,77
20180630,300,3
20180630,400,58
20180630,500,36
20180630,600,34
20180630,700,30
20180630,800,11
20180630,900,19
20180630,1000,84
20180630,1100,31
20180630,1200,37
20180630,1300,53
20180630,1400,89
20180630,1500,1
20180630,1600,98
20180630,1700,72
20180630,1800,91
20180630,1900,71
20180630,2000,78
20180630,2100,42
20180630,2200,16
20180630,2300,54
20180701,0,3
20180701,100,34
20180701,200,60
20180701,300,9
20180701,400,12
20180701,500,38
20180701,600,95
20180701,700,75
20180701,800,44
20180701,900,95
20180701,1000,53
20180701,1100,66
20180701,1200,53
20180701,1300,82
20180701,1400,23
20180701,1500,13
20180701,1600,23
20180701,1700,27
20180701,1800,23
20180701,1900,58
20180701,2000,22
20180701,2100,57
20180701,2200,96
20180701,2300,30
20180702,0,53
20180702,100,72
20180702,200,36
20180702,300,53
20180702,400,67
20180702,500,65
20180702,600,38
20180702,700,63
20180702,800,16
20180702,900,31
20180702,1000,18
20180702,1100,28
20180702,1200,27
20180702,1300,79
20180702,1400,17
20180702,1500,60
20180702,1600,83
20180702,1700,38
20180702,1800,38
20180702,1900,34
20180702,2000,29
20180702,2100,42
20180702,2200,74
20180702,2300,56
20180703,0,49
20180703,100,84
20180703,200,60
20180703,300,48
20180703,400,82
20180703,500,50
20180703,600,21
20180703,700,29
20180703,800,7
20180703,900,66
20180703,1000,11
20180703,1100,68
20180703,1200,88
20180703,1300,20
20180703,1400,39
20180703,1500,77
20180703,1600,65
20180703,1700,3
20180703,1800,64
20180703,1900,8
20180703,2000,48
20180703,2100,95
20180703,2200,81
20180703,2300,53
20180704,0,28
20180704,100,87
20180704,200,12
20180704,300,78
20180704,400,62
20180704,500,93
20180704,600,53
20180704,700,0
20180704,800,32
20180704,900,14
20180704,1000,54
20180704,1100,86
20180704,1200,3
20180704,1300,70
20180704,1400,26
20180704,1500,39
20180704,1600,31
20180704,1700,57
20180704,1800,8
20180704,1900,33
20180704,2000,64
20180704,2100,73
20180704,2200,1
20180704,2300,37
20180705,0,30
20180705,100,1
20180705,200,10
20180705,300,47
20180705,400,37
20180705,500,84
20180705,600,14
20180705,700,82
20180705,800,17
20180705,900,94
20180705,1000,11
20180705,1100,6
20180705,1200,78
20180705,1300,25
20180705,1400,49
20180705,1500,10
20180705,1600,70
20180705,1700,32
20180705,1800,91
20180705,1900,35
20180705,2000,60
20180705,2100,36
20180705,2200,18
20180705,2300,95
20180706,0,1
20180706,100,60
20180706,200,86
20180706,300,70
20180706,400,32
20180706,500,75
20180706,600,16
20180706,700,22
20180706,800,64
20180706,900,61
20180706,1000,41
20180706,1100,8
20180706,1200,60
20180706,1300,17
20180706,1400,5
20180706,1500,74
20180706,1600,13
20180706,1700,26
20180706,1800,82
20180706,1900,27
20180706,2000,52
20180706,2100,38
20180706,2200,47
20180706,2300,60
20180707,0,29
20180707,100,72
20180707,200,26
20180707,300,45
20180707,400,21
20180707,500,14
20180707,600,43
20180707,700,43
20180707,800,90
20180707,900,64
20180707,1000,70
20180707,1100,59
20180707,1200,45
20180707,1300,82
20180707,1400,94
20180707,1500,51
20180707,1600,29
20180707,1700,17
20180707,1800,76
20180707,1900,13
20180707,2000,65
20180707,2100,19
20180707,2200,0
20180707,2300,16
20180708,0,10
20180708,100,86
20180708,200,55
20180708,300,44
20180708,400,32
20180708,500,78
20180708,600,11
20180708,700,98
20180708,800,13
20180708,900,55
20180708,1000,87
20180708,1100,34
20180708,1200,90
20180708,1300,53
20180708,1400,17
20180708,1500,67
20180708,1600,22
20180708,1700,8
20180708,1800,27
20180708,1900,89
20180708,2000,69
20180708,2100,94
20180708,2200,84
20180708,2300,88
20180709,0,65
20180709,100,44
20180709,200,82
20180709,300,58
20180709,400,58
20180709,500,57
20180709,600,8
20180709,700,29
20180709,800,0
20180709,900,67
20180709,1000,90
20180709,1100,45
20180709,1200,1
20180709,1300,19
20180709,1400,30
20180709,1500,36
20180709,1600,12
20180709,1700,25
20180709,1800,85
20180709,1900,86
20180709,2000,95
20180709,2100,83
20180709,2200,28
20180709,2300,39
20180710,0,66
20180710,100,65
20180710,200,73
20180710,300,36
20180710,400,14
20180710,500,85
20180710,600,97
20180710,700,62
20180710,800,40
20180710,900,18
20180710,1000,35
20180710,1100,93
20180710,1200,17
20180710,1300,42
20180710,1400,52
20180710,1500,39
20180710,1600,26
20180710,1700,39
20180710,1800,89
20180710,1900,98
20180710,2000,86
20180710,2100,3
20180710,2200,4
20180710,2300,88
20180711,0,38
20180711,100,93
20180711,200,18
20180711,300,65
20180711,400,49
20180711,500,0
20180711,600,55
20180711,700,86
20180711,800,60
20180711,900,13
20180711,1000,43
20180711,1100,65
20180711,1200,75
20180711,1300,79
20180711,1400,50
20180711,1500,50
20180711,1600,35
20180711,1700,61
20180711,1800,25
20180711,1900,98
20180711,2000,0
20180711,2100,5
20180711,2200,66
20180711,2300,17
20180712,0,59
20180712,100,82
20180712,200,61
20180712,300,48
20180712,400,79
20180712,500,93
20180712,600,80
20180712,700,22
20180712,800,32
20180712,900,77
20180712,1000,27
20180712,1100,98
20180712,1200,20
20180712,1300,49
20180712,1400,28
20180712,1500,48
20180712,1600,21
20180712,1700,21
20180712,1800,11
20180712,1900,43
20180712,2000,65
20180712,2100,34
20180712,2200,74
20180712,2300,12
20180713,0,18
20180713,100,67
20180713,200,78
20180713,300,67
20180713,400,13
20180713,500,40
20180713,600,11
20180713,700,81
20180713,800,62
20180713,900,91
20180713,1000,58
20180713,1100,21
20180713,1200,21
20180713,1300,54
20180713,1400,94
20180713,1500,8
20180713,1600,77
20180713,1700,20
20180713,1800,51
20180713,1900,54
20180713,2000,43
20180713,2100,16
20180713,2200,86
20180713,2300,24
20180714,0,5
20180714,100,21
20180714,200,65
20180714,300,70
20180714,400,55
20180714,500,11
20180714,600,73
20180714,700,9
20180714,800,70
20180714,900,7
20180714,1000,45
20180714,1100,40
20180714,1200,74
20180714,1300,78
20180714,1400,16
20180714,1500,82
20180714,1600,54
20180714,1700,57
20180714,1800,34
20180714,1900,59
20180714,2000,48
20180714,2100,43
20180714,2200,37
20180714,2300,40
20180715,0,15
20180715,100,84
20180715,200,92
20180715,300,55
20180715,400,8
20180715,500,72
20180715,600,39
20180715,700,33
20180715,800,68
20180715,900,50
20180715,1000,15
20180715,1100,16
20180715,1200,24
20180715,1300,53
20180715,1400,89
20180715,1500,56
20180715,1600,21
20180715,1700,53
20180715,1800,41
20180715,1900,63
20180715,2000,2
20180715,2100,5
20180715,2200,62
20180715,2300,99
20180716,0,84
20180716,100,10
20180716,200,4
20180716,300,12
20180716,400,12
20180716,500,1
20180716,600,17
20180716,700,85
20180716,800,62
20180716,900,36
20180716,1000,33
20180716,1100,40
20180716,1200,48
20180716,1300,31
20180716,1400,82
20180716,1500,71
20180716,1600,88
20180716,1700,53
20180716,1800,66
20180716,1900,62
20180716,2000,1
20180716,2100,63
20180716,2200,15
20180716,2300,57
20180717,0,21
20180717,100,11
20180717,200,58
20180717,300,42
20180717,400,4
20180717,500,1
20180717,600,46
20180717,700,70
20180717,800,55
20180717,900,93
20180717,1000,94
20180717,1100,60
20180717,1200,7
20180717,1300,79
20180717,1400,69
20180717,1500,23
20180717,1600,52
20180717,1700,41
20180717,1800,85
20180717,1900,87
20180717,2000,35
20180717,2100,19
20180717,2200,20
20180717,2300,36
20180718,0,94
20180718,100,60
20180718,200,69
20180718,300,54
20180718,400,30
20180718,500,94
20180718,600,63
20180718,700,34
20180718,800,72
20180718,900,9
20180718,1000,65
20180718,1100,45
20180718,1200,71
20180718,1300,50
20180718,1400,86
20180718,1500,53
20180718,1600,54
20180718,1700,23
20180718,1800,63
20180718,1900,63
20180718,2000,33
20180718,2100,66
20180718,2200,48
20180718,2300,96
20180719,0,44
20180719,100,7
20180719,200,16
20180719,300,51
20180719,400,77
20180719,500,77
20180719,600,96
20180719,700,2
20180719,800,88
20180719,900,93
20180719,1000,75
20180719,1100,80
20180719,1200,91
20180719,1300,24
20180719,1400,69
20180719,1500,33
20180719,1600,3
20180719,1700,84
20180719,1800,22
20180719,1900,98
20180719,2000,51
20180719,2100,20
20180719,2200,11
20180719,2300,71
20180720,0,39
20180720,100,88
20180720,200,84
20180720,300,61
20180720,400,28
20180720,500,14
20180720,600,75
20180720,700,75
20180720,800,50
20180720,900,78
20180720,1000,94
20180720,1100,95
20180720,1200,12
20180720,1300,66
20180720,1400,91
20180720,1500,98
20180720,1600,13
20180720,1700,56
20180720,1800,6
20180720,1900,6
20180720,2000,61
20180720,2100,74
20180720,2200,0
20180720,2300,29
20180721,0,46
20180721,100,83
20180721,200,71
20180721,300,78
20180721,400,44
20180721,500,4
20180721,600,96
20180721,700,57
20180721,800,71
20180721,900,97
20180721,1000,51
20180721,1100,47
20180721,1200,65
20180721,1300,11
20180721,1400,25
20180721,1500,24
20180721,1600,9
20180721,1700,68
20180721,1800,44
20180721,1900,18
20180721,2000,80
20180721,2100,28
20180721,2200,65
20180721,2300,25
20180722,0,83
20180722,100,75
20180722,200,87
20180722,300,18
20180722,400,55
20180722,500,14
20180722,600,34
20180722,700,62
20180722,800,96
20180722,900,94
20180722,1000,85
20180722,1100,37
20180722,1200,7
20180722,1300,8
20180722,1400,95
20180722,1500,24
20180722,1600,76
20180722,1700,25
20180722,1800,93
20180722,1900,58
20180722,2000,12
20180722,2100,39
20180722,2200,49
20180722,2300,29
20180723,0,65
20180723,100,43
20180723,200,81
20180723,300,88
20180723,400,57
20180723,500,45
20180723,600,57
20180723,700,70
20180723,800,64
20180723,900,46
20180723,1000,84
20180723,1100,14
20180723,1200,0
20180723,1300,39
20180723,1400,34
20180723,1500,62
20180723,1600,86
20180723,1700,37
20180723,1800,79
20180723,1900,99
20180723,2000,81
20180723,2100,12
20180723,2200,18
20180723,2300,24
20180724,0,82
20180724,100,58
20180724,200,23
20180724,300,4
20180724,400,18
20180724,500,78
20180724,600,67
20180724,700,52
20180724,800,47
20180724,900,23
20180724,1000,1
20180724,1100,87
20180724,1200,62
20180724,1300,84
20180724,1400,24
20180724,1500,36
20180724,1600,84
20180724,1700,2
20180724,1800,55
20180724,1900,6
20180724,2000,16
20180724,2100,74
20180724,2200,10
20180724,2300,19
20180725,0,60
20180725,100,83
20180725,200,50
20180725,300,62
20180725,400,44
20180725,500,95
20180725,600,0
20180725,700,66
20180725,800,12
20180725,900,45
20180725,1000,47
20180725,1100,40
20180725,1200,79
20180725,1300,10
20180725,1400,44
20180725,1500,17
20180725,1600,56
20180725,1700,82
20180725,1800,5
20180725,1900,27
20180725,2000,54
20180725,2100,58
20180725,2200,35
20180725,2300,99
20180726,0,28
20180726,100,39
20180726,200,24
20180726,300,71
20180726,400,1
20180726,500,80
20180726,600,98
20180726,700,1
20180726,800,81
20180726,900,58
20180726,1000,87
20180726,1100,70
20180726,1200,21
20180726,1300,9
20180726,1400,12
20180726,1500,26
20180726,1600,36
20180726,1700,47
20180726,1800,96
20180726,1900,89
20180726,2000,26
20180726,2100,58
20180726,2200,64
20180726,2300,41
20180727,0,45
20180727,100,52
20180727,200,29
20180727,300,80
20180727,400,19
20180727,500,58
20180727,600,97
20180727,700,75
20180727,800,27
20180727,900,52
20180727,1000,17
20180727,1100,23
20180727,1200,39
20180727,1300,85
20180727,1400,87
20180727,1500,33
20180727,1600,97
20180727,1700,26
20180727,1800,17
20180727,1900,49
20180727,2000,58
20180727,2100,70
20180727,2200,44
20180727,2300,60
20180728,0,35
20180728,100,5
20180728,200,52
20180728,300,32
20180728,400,66
20180728,500,15
20180728,600,52
20180728,700,82
20180728,800,95
20180728,900,51
20180728,1000,82
20180728,1100,11
20180728,1200,4
20180728,1300,53
20180728,1400,47
20180728,1500,35
20180728,1600,52
20180728,1700,42
20180728,1800,77
20180728,1900,8
20180728,2000,51
20180728,2100,47
20180728,2200,85
20180728,2300,85
20180729,0,50
20180729,100,62
20180729,200,88
20180729,300,26
20180729,400,8
20180729,500,14
20180729,600,75
20180729,700,61
20180729,800,6
20180729,900,15
20180729,1000,54
20180729,1100,17
20180729,1200,43
20180729,1300,77
20180729,1400,60
20180729,1500,7
20180729,1600,91
20180729,1700,60
20180729,1800,24
20180729,1900,8
20180729,2000,47
20180729,2100,71
20180729,2200,29
20180729,2300,60
20180730,0,73
20180730,100,35
20180730,200,48
20180730,300,1
20180730,400,14
20180730,500,59
20180730,600,24
20180730,700,52
20180730,800,33
20180730,900,50
20180730,1000,90
20180730,1100,97
20180730,1200,67
20180730,1300,54
20180730,1400,97
20180730,1500,14
20180730,1600,37
20180730,1700,7
20180730,1800,48
20180730,1900,86
20180730,2000,36
20180730,2100,67
20180730,2200,6
20180730,2300,90
20180731,0,87
20180731,100,51
20180731,200,76
20180731,300,18
20180731,400,53
20180731,500,12
20180731,600,30
20180731,700,58
20180731,800,22
20180731,900,65
20180731,1000,78
20180731,1100,25
20180731,1200,17
20180731,1300,2
20180731,1400,67
20180731,1500,29
20180731,1600,42
20180731,1700,42
20180731,1800,37
20180731,1900,69
20180731,2000,91
20180731,2100,7
20180731,2200,6
20180731,2300,82
20180801,0,19
20180801,100,64
20180801,200,60
20180801,300,29
20180801,400,14
20180801,500,42
20180801,600,66
20180801,700,76
20180801,800,86
20180801,900,67
20180801,1000,30
20180801,1100,33
20180801,1200,58
20180801,1300,99
20180801,1400,0
20180801,1500,71
20180801,1600,50
20180801,1700,55
20180801,1800,54
20180801,1900,9
20180801,2000,88
20180801,2100,51
20180801,2200,85
20180801,2300,24
20180802,0,21
20180802,100,13
20180802,200,18
20180802,300,70
20180802,400,48
20180802,500,54
20180802,600,20
20180802,700,64
20180802,800,29
20180802,900,40
20180802,1000,55
20180802,1100,5
20180802,1200,64
20180802,1300,29
20180802,1400,28
20180802,1500,10
20180802,1600,65
20180802,1700,42
20180802,1800,48
20180802,1900,73
20180802,2000,46
20180802,2100,85
20180802,2200,44
20180802,2300,64
20180803,0,28
20180803,100,69
20180803,200,30
20180803,300,77
20180803,400,11
20180803,500,76
20180803,600,24
20180803,700,23
20180803,800,19
20180803,900,85
20180803,1000,1
20180803,1100,15
20180803,1200,39
20180803,1300,27
20180803,1400,36
20180803,1500,52
20180803,1600,76
20180803,1700,61
20180803,1800,7
20180803,1900,77
20180803,2000,9
20180803,2100,54
20180803,2200,45
20180803,2300,12
20180804,0,27
20180804,100,1
20180804,200,68
20180804,300,72
20180804,400,31
20180804,500,79
20180804,600,2
20180804,700,34
20180804,800,49
20180804,900,57
20180804,1000,15
20180804,1100,59
20180804,1200,92
20180804,1300,68
20180804,1400,71
20180804,1500,61
20180804,1600,11
20180804,1700,62
20180804,1800,16
20180804,1900,25
20180804,2000,25
20180804,2100,66
20180804,2200,9
20180804,2300,33
20180805,0,9
20180805,100,33
20180805,200,34
20180805,300,34
20180805,400,71
20180805,500,84
20180805,600,17
20180805,700,95
20180805,800,85
20180805,900,81
20180805,1000,83
20180805,1100,18
20180805,1200,32
20180805,1300,35
20180805,1400,49
20180805,1500,5
20180805,1600,71
20180805,1700,30
20180805,1800,46
20180805,1900,75
20180805,2000,53
20180805,2100,60
20180805,2200,19
20180805,2300,50
20180806,0,12
20180806,100,5
20180806,200,22
20180806,300,40
20180806,400,13
20180806,500,77
20180806,600,40
20180806,700,39
20180806,800,1
20180806,900,66
20180806,1000,82
20180806,1100,64
20180806,1200,32
20180806,1300,60
20180806,1400,10
20180806,1500,15
20180806,1600,80
20180806,1700,1
20180806,1800,12
20180806,1900,20
20180806,2000,85
20180806,2100,29
20180806,2200,40
20180806,2300,54
20180807,0,80
20180807,100,57
20180807,200,20
20180807,300,34
20180807,400,35
20180807,500,64
20180807,600,16
20180807,700,93
20180807,800,38
20180807,900,46
20180807,1000,52
20180807,1100,56
20180807,1200,61
20180807,1300,48
20180807,1400,46
20180807,1500,81
20180807,1600,20
20180807,1700,48
20180807,1800,51
20180807,1900,57
20180807,2000,80
20180807,2100,41
20180807,2200,85
20180807,2300,65
20180808,0,6
20180808,100,81
20180808,200,53
20180808,300,74
20180808,400,54
20180808,500,39
20180808,600,55
20180808,700,8
20180808,800,32
20180808,900,99
20180808,1000,86
20180808,1100,82
20180808,1200,57
20180808,1300,11
20180808,1400,50
20180808,1500,45
20180808,1600,74
20180808,1700,40
20180808,1800,86
20180808,1900,19
20180808,2000,55
20180808,2100,11
20180808,2200,78
20180808,2300,54
20180809,0,37
20180809,100,8
20180809,200,15
20180809,300,4
20180809,400,1
20180809,500,78
20180809,600,54
20180809,700,52
20180809,800,75
20180809,900,21
20180809,1000,10
20180809,1100,49
20180809,1200,40
20180809,1300,13
20180809,1400,5
20180809,1500,46
20180809,1600,98
20180809,1700,87
20180809,1800,0
20180809,1900,36
20180809,2000,68
20180809,2100,53
20180809,2200,78
20180809,2300,30
20180810,0,24
20180810,100,47
20180810,200,63
20180810,300,7
20180810,400,49
20180810,500,96
20180810,600,41
20180810,700,94
20180810,800,93
20180810,900,79
20180810,1000,63
20180810,1100,67
20180810,1200,76
20180810,1300,30
20180810,1400,9
20180810,1500,96
20180810,1600,34
20180810,1700,75
20180810,1800,0
20180810,1900,89
20180810,2000,56
20180810,2100,50
20180810,2200,88
20180810,2300,45
20180811,0,0
20180811,100,98
20180811,200,42
20180811,300,33
20180811,400,80
20180811,500,15
20180811,600,51
20180811,700,6
20180811,800,23
20180811,900,15
20180811,1000,95
20180811,1100,62
20180811,1200,70
20180811,1300,73
20180811,1400,31
20180811,1500,28
20180811,1600,11
20180811,1700,65
20180811,1800,37
20180811,1900,72
20180811,2000,89
20180811,2100,74
20180811,2200,43
20180811,2300,76
20180812,0,48
20180812,100,1
20180812,200,96
20180812,300,77
20180812,400,73
20180812,500,48
20180812,600,68
20180812,700,17
20180812,800,15
20180812,900,52
20180812,1000,53
20180812,1100,23
20180812,1200,46
20180812,1300,66
20180812,1400,3
20180812,1500,39
20180812,1600,74
20180812,1700,49
20180812,1800,47
20180812,1900,19
20180812,2000,3
20180812,2100,65
20180812,2200,56
20180812,2300,45
20180813,0,55
20180813,100,3
20180813,200,89
20180813,300,54
20180813,400,43
20180813,500,88
20180813,600,58
20180813,700,26
20180813,800,98
20180813,900,82
20180813,1000,79
20180813,1100,17
20180813,1200,28
20180813,1300,91
20180813,1400,65
20180813,1500,60
20180813,1600,4
20180813,1700,63
20180813,1800,83
20180813,1900,95
20180813,2000,26
20180813,2100,54
20180813,2200,92
20180813,2300,41
20180814,0,98
20180814,100,41
20180814,200,31
20180814,300,95
20180814,400,17
20180814,500,1
20180814,600,36
20180814,700,94
20180814,800,44
20180814,900,68
20180814,1000,43
20180814,1100,14
20180814,1200,35
20180814,1300,6
20180814,1400,1
20180814,1500,26
20180814,1600,10
20180814,1700,64
